Name,State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,GrAppv,SBA_Appv
Quinn Foods LLC,MA,12,4,1,2,4,1,100000,50000
River View Market,TN,84,1,2,1,0,1,20000,10000
Cascade Pacific Essential Oils,WA,12,2,1,3,2,2,700000,630000
J D BAKKE LLC,AZ,84,26,1,0,0,1,50000,25000
Pure Functional Foods Inc.,NY,12,2,2,2,4,1,300000,225000
"A-1 Laser International, Inc.",CA,27,5,1,0,1,1,150000,75000
"SkinPerfect, LLC",OH,84,10,1,5,0,1,100000,50000
Northway Trucking LLC,WA,60,3,1,0,3,1,70000,35000
Southern Scapes LLC,VA,60,5,1,2,5,2,41400,20700
Michael Olsen D/B/A Labcase,MI,84,1,1,0,1,1,55000,27500
Midwest Raft,MO,12,2,1,0,2,1,100000,50000
"Branches Atelier, LLC",CA,84,8,1,0,0,1,10000,5000
"Visconti Transport, LLC",UT,84,1,1,1,0,1,20000,10000
"Gentle Dentistry of Lancaster,",NY,13,40,1,0,40,1,100000,50000
"Cutting Edge Resources, Inc.",KS,60,8,1,2,6,1,25000,21250
JESSE KINCHELOE,NE,84,3,2,0,0,1,19000,16150
Stanton Landscaping & Irrigati,NH,12,8,1,2,8,1,30000,15000
"Paperback Readers, Inc.",NC,6,7,1,2,2,1,150000,75000
Great Basin Physical Therapy a,NV,60,4,1,1,0,2,75000,37500
A & H Closet And Kitchen Insta,FL,84,4,1,0,0,1,25000,12500
"Warren Dental Group, David M.",OH,120,0,1,0,0,1,460000,345000
"Dental Realty Management Co.,",OH,300,0,1,0,0,1,73000,54750
"Briar Rose Estates, LLC",CA,12,1,1,0,1,2,597800,448350
KUONG'S CHEN CHINESE RESTAURAN,OR,84,4,1,0,4,1,15000,7500
"Andrew Abramowitz, PLLC",NY,84,1,1,0,1,1,50000,25000
GRIFFIN LAW LLC,MA,84,2,1,1,1,1,50000,25000
"Cherry Bros., LLC",PA,12,20,1,0,0,2,400000,300000
THE GOODWIN GROUP INTERNATIONA,MA,84,7,1,3,1,1,200000,100000
PK Contracting,OR,84,1,1,0,0,1,10000,5000
Mission Paving,CA,12,3,1,0,3,2,50000,25000
BREAKWATER FISH AND LOBSTER,MA,84,3,1,0,3,2,43000,21500
Giles Landscaping,KY,60,1,1,1,1,2,15000,7500
Cronos-Prim Colorado LLC,CO,84,2,1,3,5,1,101100,50550
TRI-STATE ACCOUNTING & TAX SER,OH,60,5,1,0,0,1,50000,25000
"Susan G. Hall, DDS, PA",KS,84,7,1,1,7,1,60000,51000
NICHOLAS CHIROPRACTIC PC,CO,84,1,1,0,0,1,25000,12500
"Global Risk Partners, LLC",NJ,120,4,1,4,4,1,300000,225000
Lawson Aerospace LLC,NY,84,1,1,0,0,1,25000,12500
"Bluegrass Land Title, LLC",KY,60,8,2,0,0,1,50000,25000
Eunyoung Electric Corporation,CA,12,9,1,0,9,1,1500000,1350000
"Maleport Enterprises, LLC",MI,12,0,2,20,0,2,55000,27500
"VMP Selections, LLC",LA,61,2,2,1,3,2,50000,42500
"MRD, LLC",ME,48,10,2,10,10,1,67000,33500
Glikas Enterprises LLC,NM,9,17,2,0,17,2,150000,127500
GarrettR.Hall,OR,12,4,1,1,3,1,40000,20000
"HEALTH OPTIONS, INC.",CO,12,6,1,0,0,1,360000,324000
Gregory G's Sandblasting  Insu,CO,84,2,1,15,0,1,20000,10000
"M & N Enterprises, Inc.",DE,84,8,2,0,8,1,25000,12500
USA NAILS,TX,84,10,2,2,12,1,15000,7500
D J Klock Entertainment LLC,PA,84,2,2,1,2,1,50000,25000
D J Klock Entertainment LLC,PA,60,2,2,1,2,1,20000,10000
KEERAT INC,CA,84,18,1,7,11,1,25000,12500
Oasis Trading LLC,AR,12,32,1,8,32,2,1000000,900000
"Hathaway Excavating, LLC",UT,26,5,1,1,5,1,61400,30700
Concrete Forming and Placing L,WA,7,4,1,0,4,2,40000,20000
"Gateway Apparel NY, Inc.",NY,12,3,2,0,3,1,30000,15000
"5G Custom Earthworks, LLC",NY,66,2,1,8,10,1,170000,127500
General Merchandise Wholesale,NY,60,3,2,2,0,1,75000,37500
"Best Laundromat 2, Inc.",CT,84,1,2,2,0,2,350000,262500
"C.C.F. TRANSPORTATION, LLC",TX,37,2,1,6,6,1,15000,7500
"Crossing Cultures, LLC",CO,120,1,1,0,1,1,448000,336000
"Jason Jan Corporation, Inc.",MO,84,6,1,4,0,1,150000,75000
RSM Technology Solutions Inc,TX,84,50,1,100,0,1,100000,50000
DIVINO. LLC,FL,84,0,2,0,0,1,5000,2500
"QUEENS ENGINE, INC.",CA,12,2,2,1,2,1,500000,450000
Industrial Printing Solutions,TX,12,3,1,0,3,1,200000,180000
"Fortune Sky, Inc.",TN,12,7,1,0,7,1,2000000,1800000
JV Garage Door LLC,MO,12,2,2,0,0,1,15100,7550
"Cadmium CD, LLC",MD,84,20,1,0,20,1,175000,87500
Donna McCue Enterprises Inc.,NY,84,1,1,2,1,1,10000,5000
"P.K. Manufacturing, Inc.",OR,12,6,1,2,6,2,150000,75000
FULTON POULTRY FARM,MS,36,2,1,0,2,2,18000,15300
The Cambay Group Limited Liabi,NJ,84,0,2,3,3,1,203000,101500
JSKD Inc. dba Asian Palette Be,WA,96,4,1,0,4,1,230000,172500
MONGOLIAN BISTRO LLC,ID,36,7,1,0,0,1,26000,13000
"National Polishing Systems, In",OH,60,23,1,0,23,2,350000,262500
Armando Reyes,IL,84,2,2,2,0,1,20000,10000
Marty Rene Elisarraras,CA,84,28,1,0,28,1,15000,7500
"6273 JBR, LLC",GA,300,0,2,5,5,1,220000,165000
Hurley Landscaping & Construct,KS,60,2,2,2,0,1,65000,32500
Callahan Electric LLC,OR,84,2,1,0,0,1,25000,12500
"Supply Line International, LLC",MI,84,7,2,2,0,1,350000,175000
Option Motor Cars Inc.,CA,12,2,2,1,2,1,350000,315000
Cozy Corporation,RI,60,3,1,0,3,2,165000,82500
"Harris30, Inc.",TX,120,1,2,9,1,1,265700,199275
MURMANN DENTAL HEALTH PC,IL,84,4,1,2,0,1,25000,12500
Northern Virginia Trading Comp,TX,12,2,1,0,2,2,2300000,2070000
Insource Development Services,PA,12,3,2,9,0,1,400000,300000
"Andrew J Medwid, Attorney at L",OH,72,1,1,0,1,1,10000,5000
"Better Investment Club, LLC",UT,120,10,1,1,10,1,900000,675000
"YSN Imports, Inc",CA,12,14,1,4,3,1,3000000,2250000
Yang's Fortunes Inc.,CA,300,6,1,0,6,1,376000,282000
"Metro Inspections, LLC",AZ,84,5,1,4,5,1,50000,25000
"Service Agility, Inc.",PA,84,1,1,2,1,1,100000,85000
"Village Pediatrics, LLC",KS,84,25,1,0,0,1,100000,50000
"INDECON BUILDERS, INC.",CA,84,3,1,1,1,1,10000,5000
"System Solding (USA), Inc",CA,12,35,1,2,35,1,2650000,2385000
"Choice Plus, LLC",WA,12,21,1,5,0,1,350000,175000
"Gatta Trucking, LLC",OH,36,1,2,0,0,1,54600,27300
Kimbro Creek,TX,84,2,1,0,2,2,50000,42500
Innovative Tap Solutions,MD,60,3,2,0,3,1,50000,42500
"La Seismic, LLC",CA,84,8,2,4,0,1,50000,25000
"Innovative Tap Solutions, LLC",MD,60,3,2,0,0,1,25000,12500
UNIQCARE LLC,WV,87,6,2,6,0,2,250000,125000
THE LAW OFFICES OF BRIAN J. MC,AZ,240,2,1,3,2,1,175000,87500
"Alternative Logistics, LLC",NH,12,13,1,0,13,1,35000,17500
"White Everest Investments, LLC",MO,120,1,1,0,1,1,240000,180000
J.L.M. Installations Inc.,CA,84,3,2,6,3,1,10000,5000
"Turnkey Internet, Inc",NY,12,14,1,4,14,1,350000,175000
Evans Poultry Farm,MS,84,2,1,0,2,2,23300,19805
UNIQCARE LLC,WV,84,6,2,6,0,2,100000,50000
East Village Asian Diner Inc.,CA,84,12,1,12,12,1,225000,168750
Nature's Finest Cabinetry,CA,84,1,1,1,0,1,10000,5000
DavidHornbaker,KS,60,2,1,1,2,2,40000,20000
"Parlour on Main, Inc.",NY,36,7,1,0,0,1,5000,2500
"Parlour on Main, Inc.",NY,36,7,1,0,0,1,28000,14000
MMC PAINTING LLC,CO,84,4,2,4,8,1,15000,7500
ALA Construction Services L L,MN,84,1,2,6,2,1,18000,15300
GEOFFERY A DAVIS,NM,32,0,2,3,3,2,10000,5000
L&R Timepieces Inc.,NY,84,2,1,2,0,1,75000,37500
"SENG PEDIATRIC DENTISTRY, P.C.",IN,12,0,2,4,0,2,150000,75000
"Mods By Morgan, LLC",WA,72,2,1,0,2,1,10000,5000
"Opolis Clothing Company, LLC d",OK,84,2,1,2,0,1,55000,27500
"ADJ Contracting & Development,",NV,84,8,1,0,0,1,15000,7500
TRI-COUNTY DRYWALL & INTERIORS,CA,6,36,1,0,0,1,734000,550500
"Provisio, Ltd.",MT,12,3,1,1,3,2,150000,127500
Brown Brothers Asphalt and Con,CO,84,100,1,0,100,1,350000,175000
Valley View Family Medical Cen,GA,120,11,1,0,11,1,247000,185250
"MARKING IMPRESSIONS, CORP.",TN,120,18,1,0,18,2,440000,330000
"BlueTree Network, Inc.",WI,120,7,2,10,7,1,695000,521250
Oliver 31 Restaurant Inc.,NY,84,10,1,2,0,1,15000,7500
"TRICEN TECHNOLOGIES MINNESOTA,",MN,84,4,1,0,4,2,150000,75000
"Ideal Motor Group, LLC",CA,12,6,1,0,6,1,500000,450000
"Mill City Electric, Inc.",MN,60,1,1,99,1,1,250000,187500
Sobrad LLC dba Pinnacle Pets,MO,84,4,2,10,4,2,150000,75000
Sobrad LLC dba Pinnacle Pets,MO,60,4,2,10,4,2,43500,21750
"Webit Services, nc.",IL,84,6,1,0,6,1,85000,29750
Pampered Pups Grooming Salon,VT,36,1,2,0,1,2,15000,7500
Bluegrass Geothermal & Drillin,KY,16,3,1,0,3,1,25000,12500
"Advanced Power International,",IL,84,2,1,0,2,1,350000,315000
"Kozak Custom Landscapes, Inc.",IL,84,5,1,0,0,1,30000,15000
"DeRosa Facial Plastic Surgery,",MA,84,0,2,3,3,1,100000,50000
"At Home Care Solution, Inc.",CA,84,65,1,35,0,1,100000,50000
Supplement Nation LLC,MO,84,6,2,1,6,1,66100,56185
"Quicksilver Painting, Inc.",UT,84,3,1,1,3,1,15000,7500
"Sam C, Inc.",CA,60,12,1,0,12,1,100000,50000
"Renu Oil of America, Inc.",NV,84,10,1,0,0,1,250000,125000
"TryGuys, LLC",NY,60,3,1,0,3,1,160000,120000
"Hydroline, LLC",LA,60,0,2,2,2,1,150000,112500
Audein LLC,TX,84,2,1,2,0,1,50500,25250
Ronald and Candace Johnson,WA,299,14,1,0,14,1,1323300,992475
P & E Painting,WY,6,8,1,1,8,2,62600,53210
PROSPERITY ENTERPRISES INC,WI,73,2,1,0,0,1,10000,5000
Charterworks Inc.,CA,84,10,1,1,10,1,50000,25000
Souris River Brewing LLC,ND,60,45,2,45,45,1,60000,30000
Shamrock Innovations Inc.,NY,84,2,1,2,0,1,40000,20000
FluiDyne Engineering Corporati,MN,12,21,1,0,21,1,2500000,2250000
"OLNH VENTURES, INC.",MA,87,0,2,25,0,1,350000,262500
"OLNH VENTURES, INC.",MA,24,0,2,25,0,1,50000,25000
"HSS Group, Inc.",MN,12,4,1,2,2,2,350000,262500
"Kiesewetter Law Firm, PLLC",TN,120,7,1,2,0,1,125000,106250
E.E. WEIR LLC,TX,84,2,2,0,0,2,40000,20000
Dexterity Salon Ltd,FL,107,5,1,0,5,2,60000,30000
"POONG LIM, LLC",NJ,120,7,1,1,7,1,800000,600000
Foto Fiesta Finishing Inc,CA,60,1,1,3,0,1,100000,50000
Foto Fiesta Finishing Inc,CA,60,1,1,3,0,1,38700,19350
"Phillco Construction, LLC",MO,12,1,2,1,0,1,250000,125000
AKZ Florida Real Estate Holdin,FL,300,3,2,0,3,1,950000,712500
SUBWAY/T.C.B.Y.,WA,90,95,1,8,88,2,208000,156000
"Northeast Masonry, Inc.",OH,36,8,1,12,8,1,100000,50000
"Wireless Trading, Inc.",CA,84,12,1,5,2,1,100000,50000
Guy Ferry,MI,60,0,2,2,0,2,61000,51850
"RH Materials, LLC",TX,84,1,2,0,0,1,20000,10000
"Telecom Solutions, LLC",SC,84,1,1,0,0,1,40000,20000
Iowa Audio Video Inc,IA,3,1,1,0,1,1,15000,7500
NTUSA INC,CA,60,3,1,2,0,1,56000,28000
N.K. Golf Shop,NE,66,0,2,1,0,2,63000,53550
Triangle  Asphalt  Paving Corp,IN,12,20,1,0,20,2,100000,50000
iBackCheck,MN,12,1,1,1,1,1,25000,12500
"AMW Precision, LLC",NV,60,30,2,0,30,1,97000,72750
"Shortline Dental, PLLC",OK,84,30,1,0,30,1,700000,525000
Texan Tubular Services LLC,TX,48,1,2,6,0,1,20200,10100
"DMD Restoration & Remodeling,",IL,12,3,2,0,3,1,100000,85000
One Global Telecom,TX,84,4,1,12,12,1,35000,29750
"Buga Restaurant, Inc.",CA,120,20,2,10,20,1,460000,345000
Karen Petrosyan,CA,300,11,1,1,12,1,556200,417150
Anubhav Kapoor,OH,84,1,2,0,0,1,21000,10500
"Crescent City Pilates, LLC",LA,84,1,2,1,0,1,15000,7500
PAWN BUCKS INC,MO,84,4,1,0,0,1,10000,5000
"Crescent City Pilates, LLC",LA,84,1,2,1,0,1,10000,5000
AMERICAN EAGLE CUSTOMS BROKER,CO,84,1,1,0,1,1,45000,22500
"IPF, LLC",MA,36,2,1,0,0,1,50000,25000
Dalton Clark Group Inc,IN,84,2,2,1,2,1,75000,37500
ATHENA TECHNOLOGY INC.,CA,84,3,1,3,3,1,75000,37500
DELADI SUPPLY MANAGEMENT,MN,84,2,2,0,2,2,15000,7500
Rhino Equipment Sales and Serv,NY,84,2,1,0,0,1,100000,50000
U.S. Ceiling Corp.,NY,12,27,1,0,27,1,200000,150000
OCEANIC SPARKS LLC,NV,300,6,1,1,5,1,760000,570000
Robin Colton Interior Design S,TX,84,1,1,0,1,1,25000,12500
Custom Works LLC,WA,84,1,1,0,1,1,50000,25000
Veteran Electrical Service Inc,NY,60,5,1,5,0,1,20200,10100
MC MOCKBEE CO.,OH,12,10,1,0,10,1,300000,150000
ReneeQuatrano,CT,12,1,1,0,1,2,10000,5000
"CARDBOARD HEROES, INC.",OH,12,180,1,10,0,1,1000000,750000
Carpenter Lawn Care LLC,CT,36,0,1,0,0,2,10000,5000
"S & H Merrell, Inc.",CO,120,3,1,2,1,1,150000,127500
VITESSE RECRUITING & STAFFING,CA,12,5,1,50,50,1,200000,150000
XLE Metals Inc.,PA,7,15,1,0,15,1,250000,187500
"Trustedsec, LLC",OH,72,5,1,0,5,1,35000,17500
A and R Solar Corp,WA,120,8,1,0,0,1,110000,93500
"Skinny Minnie, LLC",LA,108,2,2,5,7,1,200000,150000
Meetingtrack Inc,KS,84,4,1,1,4,1,315000,236250
"HFVM, LLC",NH,84,3,1,2,5,2,96000,81600
Helmling Trucking LLC,OH,60,8,1,1,8,2,52000,26000
Mykola I Salamakha,CA,36,2,1,0,0,1,29900,14950
"Saray, LLC",MD,84,1,1,2,1,1,25000,12500
"N2NetSecurity, Inc.",NC,84,2,1,10,6,1,158000,118500
"WESTWIND DISTRIBUTORS, LLC",TX,12,3,1,0,3,1,303000,151500
EcoMark LLC,CO,12,30,1,5,2,1,50000,25000
Jenny Transportation LLC,MI,60,1,1,1,1,1,58900,29450
"Cahill Lawncare and Services,",CT,12,1,1,0,1,2,10000,5000
JENNY NAIL,WA,84,5,1,0,0,1,10000,5000
y city recycling llc,OH,36,65,2,0,65,2,350000,175000
"ACME STEAK & SEAFOOD, INC",OH,60,12,1,0,0,1,30000,15000
"DC Diesel, LLC",MN,12,3,2,0,3,2,25000,12500
QUALITY GLASS COMPANY,AL,84,22,1,0,22,1,50000,25000
"Solatube Global Marketing, Inc",CA,12,4,1,1,4,1,750000,675000
SHOLY COMPANY (EPC); S & S LAN,ND,7,25,1,0,25,1,50000,25000
"Tollefsen Steel & Fabrication,",WI,120,8,1,0,0,2,106100,79575
Global Automation Technologies,MI,84,38,1,15,0,1,300000,150000
"Don Martin Plumbing, Inc.",CA,60,3,1,0,0,1,20000,10000
TC Beeson LLC,OH,84,2,1,1,2,1,116000,87000
"UpNorth Eats, Inc. & UpNorth P",MN,120,150,2,10,150,2,379500,284625
Foster Galatioto,NY,60,1,2,0,1,1,50000,25000
Sayre Ventures Inc.,CA,84,1,1,0,1,1,90000,45000
"Krisdrew, Inc.",CA,120,7,2,0,7,2,120000,102000
Zora Technology Inc.,VA,84,1,1,0,0,1,25000,12500
EJG Development LLC,IL,84,1,2,1,1,1,15000,7500
Junior Varsity Clothiers LLC,LA,126,1,1,0,1,1,101700,86445
ISIS Distributing Inc,UT,60,1,1,0,0,1,20000,10000
LAW OFFICE OF ROY A. BOUJAOUDE,TX,84,3,1,0,5,1,35000,17500
"Fairmount Animal Hospital, P.C",NY,120,40,1,0,40,1,675000,506250
Larry Sprague II dba RimFix,OH,36,0,1,0,0,1,11300,5650
Re-Def Inc.,TX,12,2,2,1,3,1,20000,10000
LIVE REPS CALL CENTER LLC,OH,84,46,2,15,0,1,20000,10000
Belle Maer Associates Limited,MI,300,14,1,0,14,1,150000,112500
NDX Human Capital Solutions LL,MI,12,4,2,64,0,1,500000,375000
Precise Energy Products Incorp,TX,12,12,1,0,12,1,2000000,1800000
Odicast Transport Corp,NJ,36,1,2,2,2,1,20000,10000
ADVANCED BUSINESS PROCESSES IN,FL,84,40,1,0,40,1,300000,150000
Samepage Productions,WI,84,1,2,5,0,1,25000,12500
"Frank Johnson Trucking, LLC",MO,60,1,2,0,1,2,30900,15450
Chien Bui,TX,36,1,1,0,1,2,50000,25000
"Naikco, Inc.",NC,120,20,2,1,20,1,430000,322500
Pia Sok dba Monte Gardens Mark,CA,77,4,2,1,4,1,40000,20000
"DIGITAL DISPLAY SOLUTIONS, INC",TX,10,13,1,5,13,1,120000,60000
K-COR LLC,OH,12,8,1,3,8,2,200000,100000
"Progressive Holdings II, Inc.",NE,12,18,2,2,18,2,50000,25000
M C Y Tree Company,CA,84,7,1,0,7,1,32000,16000
"Big Sky Cremations, Inc.",MT,12,2,1,0,2,2,10400,5200
"Schilling Truss, Inc.",OH,84,7,1,2,7,1,150000,75000
CUTTING EDGE RECYCLING LLC,CO,84,11,1,2,2,1,50000,25000
Salon Emereda,IA,60,1,2,1,1,1,8400,7140
"Yosemite Falls, Inc.",CA,84,5,1,25,20,1,50000,25000
NICHOLAS DUBIEL,CA,84,1,1,0,0,1,10000,5000
"BNG Holdings, Inc.",ND,12,13,1,3,13,1,50000,25000
"Centex Pharmacies, Inc.",TX,120,16,1,0,16,1,260000,130000
BLACK FINANCIAL SERVICES,MN,60,10,1,0,10,2,15000,7500
"Aircorps, LLC",MN,60,23,1,2,23,2,375000,281250
Santa's Toy Corporation,CA,120,4,1,0,4,1,420000,315000
ABT Steel Corporation,MN,84,1,2,0,1,1,150000,75000
United Logistics Inc.,MI,84,2,1,6,4,1,99500,49750
Kerozak Inc.,CA,84,8,1,2,0,1,150000,75000
"Container Solutions, Inc.",CA,120,7,1,1,0,1,743500,557625
"DP Lehigh, LLC",DE,240,1,2,2,1,2,356000,267000
LOUISVILLE CONSTRUCTION LLC,KY,84,2,1,0,0,1,25000,12500
"C F Lisman Group, inc.",CA,84,0,2,34,34,1,200000,150000
"PARC Civil, Inc.",CA,36,6,1,3,6,1,100000,50000
"Lane Construction Group, LLC",NY,60,1,2,3,4,1,25000,12500
"TJM17, INC.",CO,120,10,2,0,0,1,253000,189750
REACH SL LLC,CA,60,1,2,0,1,1,25000,12500
"Eric Fig, LLC",MD,60,1,2,0,1,1,25000,12500
Little City Baking Company,VT,62,0,2,3,0,2,40000,20000
"Sullivan Logging, Inc.",ME,9,27,1,0,27,2,30000,25500
"Becker and Associates, Inc.",IL,12,7,1,1,0,1,100000,50000
"GRANDE IMPRESSIONS, LTD",CO,12,13,1,0,13,1,1000000,750000
LEVALLEY GROUP LLC,OH,84,2,2,0,0,1,23000,11500
Veteran Lawn Care Services LLC,NY,12,5,1,15,5,1,100000,85000
"Chester Pike Pharmacy, LLC",PA,60,1,2,1,2,1,120000,102000
Digital Automation Technical S,MN,84,21,1,8,0,1,715000,536250
"Al Slawson, Inc.",NY,12,17,1,2,17,1,350000,175000
Aim To Please LLC,OK,60,3,2,2,3,1,30000,15000
Limitless Electronics Inc.,ID,72,4,2,0,4,1,20000,10000
"Left Coast Enterprises, Inc.",CA,48,10,1,0,10,2,50000,25000
Vermont Veterinary Internal Me,VT,120,4,1,0,4,1,310000,232500
"Briar Rose Estates, LLC",CA,12,1,1,0,1,2,407400,305550
"Norcal Medical, Inc.",CA,84,4,1,0,0,1,50000,25000
EASTWEST MANUFACTURING CORPORA,CA,12,5,2,1,5,1,100000,50000
Franchiseworks.com LLC,PA,72,1,1,0,1,1,45000,22500
"Frontenac Partners, LLC",CT,120,1,1,14,1,1,348000,261000
RAM Electrical Consulting & Co,MA,60,23,1,1,23,1,75000,37500
PETER ETZOLD ENTERPRISES,WA,84,1,1,0,0,1,25000,12500
Central Print Source LLC,MA,84,2,2,1,2,1,30000,15000
APPALACHIAN RECLAMATION CONTRA,NC,4,24,2,0,24,2,45000,38250
"Rusty Riders, L.L.C.",OH,84,3,1,0,0,1,50000,25000
"SEAL BROTHERS CONTRACTING, LLC",NC,4,12,1,0,0,2,250000,187500
"Crossing Cultures, LLC",CO,84,1,1,0,1,1,252000,126000
"S.L.M. Construction Services,",TX,60,3,1,0,0,1,130000,110500
US Shrink Wrap Inc.,FL,84,6,1,2,0,1,35000,17500
GLENS CONTRACTING LLC,MN,84,1,1,1,0,1,30000,15000
AMF ENTERPRISES INC,KS,84,1,2,0,0,1,15000,7500
"TISH Fitness, Inc.",FL,120,0,2,8,0,1,323000,242250
"BAK FOODS, LLC",GA,48,4,1,1,0,2,14700,7350
Sai Bloom Yogurt LLC,PA,60,3,2,3,0,1,150000,127500
Figure And Groove Productions,NY,84,2,1,2,4,1,75000,37500
One City Wine Academy,ME,65,0,2,4,0,1,72500,61625
"Roberts Coffee, LLC",OR,120,13,1,8,13,1,394300,295725
BLOOMINGTON FAMILY CHIROPRACTI,MN,84,6,1,2,2,1,50000,25000
"Buffalo Fondue, Inc",NY,72,28,1,0,28,1,15000,7500
US Genuine Autoparts Corp.,CA,12,6,1,0,6,1,350000,175000
"Sunlube Enterprises, Inc.",MI,84,4,1,0,0,1,25000,12500
"Dugger & Company, Inc.",SC,84,3,1,1,2,1,70000,35000
"NEWBURG LAW, PLLC",MI,60,0,1,0,0,1,50000,25000
United Logistics Inc.,MI,60,2,1,6,4,1,103800,51900
Rising Sun Construction L.L.C.,NJ,13,8,1,0,8,1,350000,175000
"His Builders, LLC",OR,84,7,1,0,3,1,50000,25000
"N & K Lewallen, Inc.",TX,84,4,2,1,4,1,50500,25250
"Nexigen Communications, L.L.C.",KY,12,14,1,6,14,1,150000,75000
"Roberto Transportation, Inc.",IL,60,1,2,0,1,1,10600,5300
"Medullan, Inc.",MA,12,50,1,30,50,1,750000,562500
Vasyl Vatamanyuk,NY,60,1,2,0,1,1,85000,42500
Universal Trade Systems,CA,12,5,1,0,5,1,500000,450000
All Seasons Power Equipment,MA,60,4,2,0,4,2,15000,7500
"Stalwart Systems, LLC",IL,84,15,1,5,0,1,200000,100000
KCG Excavating Inc.,WI,120,0,2,6,0,2,20000,15000
"Housh, Inc., an Ohio corporati",OH,12,16,1,0,0,1,1000000,750000
JBMC Malvern LLC,PA,84,4,2,0,0,2,35000,17500
ROB AND P SERVICES,FL,75,1,2,2,1,1,5000,2500
GVG Productions LLC,MI,84,1,1,0,1,1,15000,7500
"Bobbi Joe, Inc.",OH,4,5,1,1,0,1,20000,10000
"DeRosa Facial Plastic Surgery,",MA,60,0,2,3,3,1,31000,26350
"Womack Auto Body, Inc.",OR,60,1,1,1,1,1,25000,12500
Dawadi Inc,NY,84,2,2,0,0,1,50000,25000
Danilovic Transportation LLC,AZ,84,0,2,2,2,1,19000,9500
Adam Silberstein,CA,84,5,1,0,0,1,100000,50000
CALIFORNIA AVERLAND CONSTRUCTI,CA,120,5,1,1,4,1,1000000,750000
"CAULEY COACH, INC.",NY,84,2,1,2,2,1,22900,11450
CORNERSTONE PLUMBING & HEATING,MT,12,1,2,1,1,1,30000,15000
Media Elements LLC,CA,84,0,1,0,0,1,50000,25000
"Aaron M. Kosins, M.D., Inc.",CA,84,1,2,0,1,1,100000,50000
Fusion Design Studio,MN,36,2,1,5,2,1,18600,9300
Graystone Construction of WNY,NY,12,10,1,0,10,1,150000,127500
Masai Technologies Corporation,MD,84,6,1,7,0,1,128000,108800
Masai Technologies Corporation,MD,84,6,1,7,0,1,100000,50000
R. L. Livingston Excavation &,PA,12,45,1,0,35,1,350000,262500
Tallo Construction LLC,NY,84,5,1,0,5,1,50000,25000
R.L. LIVINGSTON EXCAVATION & P,PA,12,45,1,0,30,1,150000,75000
"Quest Aircraft Company, L.L.C.",ID,12,158,1,0,158,2,5000000,3750000
"Southside Pharmacy, LTD",MN,12,5,2,0,5,1,30000,15000
"Hazelnut Restaurant, LLC",NY,60,10,2,0,10,2,30000,15000
Nightmares Unlimited Inc.,TX,12,203,1,35,0,1,250000,125000
Ross A Epstein Professional Co,CA,84,1,2,0,0,1,25000,12500
GREENWOOD GUNS & GEAR INC,SC,84,1,2,0,1,1,15000,7500
Dasthar Incorporated,FL,84,2,1,2,0,1,50000,25000
"The Emily Program, P.C.",MN,120,250,1,0,250,1,1348000,1011000
Nikola Djankovic,IN,47,8,1,0,8,1,30300,15150
LL INTEREST INC.,NE,6,25,1,12,0,1,40000,20000
Shawn Oneill,PA,60,1,1,0,0,1,85000,42500
"Inland Marine Industries, Inc.",CA,12,188,1,0,0,1,950000,712500
"A. R. Acosta, Ltd.",NV,84,12,1,9,12,1,100000,50000
"TD Trucking, LLC",UT,72,1,1,0,1,1,30000,15000
Jerry C. Tortora,CA,84,10,1,0,10,1,215000,107500
Jerry C. Tortora,CA,84,10,1,0,10,1,135000,67500
"SHADY LAKES CAMPGROUND, LLC",IL,165,5,1,1,4,2,632300,474225
Delaney Concrete Construction,IA,6,50,1,0,50,1,150000,127500
"Imporex Glass Tools, Inc.",FL,84,3,1,1,3,1,30000,15000
B.Glowing LLC,OR,12,11,1,6,0,1,835000,626250
"DON WILLIAMS TIMBER, INC",MS,12,2,1,0,2,1,12500,10625
Nolan Glove Co. Inc.,NY,12,33,1,0,33,1,2275000,1706250
MJB Restoration and Repair Co,OR,84,1,1,0,0,1,10000,5000
"Arbet, Inc.",WA,36,8,2,0,8,1,50000,25000
Shaw Chiropractic and Sports I,IA,120,0,2,2,2,1,145000,123250
"America Display, Inc.",IL,120,7,1,0,7,1,350000,262500
"E7 Solutions, LLC",MI,84,22,1,3,22,1,200000,100000
"Alekhyne Systems, Inc.",NJ,84,4,1,0,0,1,80000,40000
"Nucsafe, Inc.",TN,12,2,1,0,2,1,300000,270000
"MCALLEN COLD STORAGE, LTD",TX,84,25,2,0,10,1,450000,337500
"Dearborn Hospitality Hotels, L",MI,300,1,2,45,1,1,287500,215625
"Suave Consulting Group, Inc.",PA,84,6,2,0,6,1,50000,25000
"Suave Consulting Group, Inc.",PA,84,6,2,0,6,1,155000,116250
Thomas Morris,AR,60,2,1,0,2,1,42000,21000
"Thomas N. Fennessy, M.D., P.C.",NE,60,2,2,1,1,1,30000,15000
Five Brothers Suhi LLC,LA,84,5,2,0,5,1,60000,51000
SMITHS OKIE TWISTER CO LLC,OK,12,0,2,2,0,1,40000,20000
"Best Erectors, Inc.",WI,12,6,1,12,0,1,75600,64260
"Griffco Partners, Inc.",UT,12,15,1,0,15,1,100000,50000
"Boba Lover, Inc.",CA,116,1,2,2,3,1,150000,75000
